Date,GameID,GameTime,AwayTeam,AwayPitcher,AwayPitcherScore,AwayBatterScore,AwayRFIGrade,HomeTeam,HomePitcher,HomePitcherScore,HomeBatterScore,HomeRFIGrade,NRFIGrade
2025-06-16,777483,10:40 PM ET,Philadelphia Phillies,Mick Abel,0.5556666666666666,0.3333333333333333,0.3778333333333333,Miami Marlins,Sandy Alcantara,0.3706666666666667,0.0,0.18533333333333335,0.3778333333333333
2025-06-16,777488,10:45 PM ET,Colorado Rockies,Carson Palmquist,0.332,0.3333333333333333,0.266,Washington Nationals,Jake Irvin,0.4616666666666667,0.3333333333333333,0.33083333333333337,0.266
2025-06-16,777487,11:05 PM ET,Los Angeles Angels,José Soriano,0.454,0.0,0.227,New York Yankees,Clarke Schmidt,0.508,0.0,0.254,0.227
2025-06-16,777484,11:35 PM ET,Baltimore Orioles,Zach Eflin,0.441,0.3333333333333333,0.3205,Tampa Bay Rays,Ryan Pepiot,0.5163333333333333,0.3333333333333333,0.35816666666666663,0.3205
2025-06-16,777486,1:40 AM ET,Boston Red Sox,Lucas Giolito,0.41966666666666663,0.3333333333333333,0.3098333333333333,Seattle Mariners,Logan Gilbert,0.5763333333333334,0.0,0.2881666666666667,0.3098333333333333
2025-06-16,777485,2:05 AM ET,Houston Astros,Ryan Gusto,0.42833333333333334,0.3333333333333333,0.31416666666666665,Athletics,Mitch Spence,0.4846666666666667,0.0,0.24233333333333335,0.31416666666666665
2025-06-16,777490,2:10 AM ET,San Diego Padres,Dylan Cease,0.4453333333333333,0.0,0.22266666666666665,Los Angeles Dodgers,Shohei Ohtani,0.3,0.0,0.15,0.22266666666666665
