game_id,player_type,team,team_abbrev,side,id,name,position,order,recent_barrel_pct,recent_barrel_pct_score,recent_f1_era,recent_f1_whip,recent_xfip,recent_xfip_score
777101,NA,Boston Red Sox,NA,away,608337,Lucas Giolito,NA,NA,4.501915708812261,61.075,0.00,0.50,3.826377927362982,55.775
777101,NA,Chicago Cubs,NA,home,607067,Colin Rea,NA,NA,6.7293233082706765,50.5,2.25,1.00,3.8652624776736895,54.5
777107,NA,Chicago White Sox,NA,away,686563,Jonathan Cannon,NA,NA,2.2988505747126435,81.43333333333334,0.00,1.67,3.753329831932773,58.23333333333333
777107,NA,Pittsburgh Pirates,NA,home,663559,Bailey Falter,NA,NA,6.845238095238095,50.0,2.25,1.50,4.232257317382797,42.275
777112,NA,San Diego Padres,NA,away,656302,Dylan Cease,NA,NA,4.909924845269673,63.225,0.00,0.50,3.7326787678376334,58.900000000000006
777112,NA,Washington Nationals,NA,home,647336,Michael Soroka,NA,NA,3.279569892473118,74.575,0.00,1.00,3.515097924179479,66.14999999999999
777106,NA,Los Angeles Angels,NA,away,666171,Ryan Zeferjahn,NA,NA,8.0,80.0,NA,NA,4.168057565789473,44.38
777106,NA,Philadelphia Phillies,NA,home,666200,Jesús Luzardo,NA,NA,3.8690476190476186,66.15,0.00,1.25,3.50983681860717,66.35
777108,NA,San Francisco Giants,NA,away,434378,Justin Verlander,NA,NA,3.9269992780429215,78.02000000000001,0.00,1.00,3.7516648446192797,58.279999999999994
777108,NA,Toronto Blue Jays,NA,home,605135,Chris Bassitt,NA,NA,1.8333333333333335,89.52000000000001,2.25,1.75,3.4408973423005724,66.64
777111,NA,Cincinnati Reds,NA,away,666157,Nick Lodolo,NA,NA,4.579913663077963,68.84,3.60,1.20,3.6650421080368907,61.160000000000004
777111,NA,New York Mets,NA,home,640455,Sean Manaea,NA,NA,0.0,100.0,NA,NA,3.11425,79.5
777105,NA,Athletics,NA,away,676664,JP Sears,NA,NA,3.4090909090909087,75.0,0.00,0.50,3.6649930505123933,61.175
777105,NA,Cleveland Guardians,NA,home,677944,Slade Cecconi,NA,NA,3.836206896551724,67.85,2.25,2.00,3.708701359848718,59.7
777109,NA,Kansas City Royals,NA,away,607625,Seth Lugo,NA,NA,7.156177156177156,59.85000000000001,0.00,1.25,3.5077866135149494,66.4
777109,NA,Miami Marlins,NA,home,645261,Sandy Alcantara,NA,NA,4.36492565918215,78.5,0.00,2.25,3.8714419443150865,54.3
777114,NA,New York Yankees,NA,away,641656,Ian Hamilton,NA,NA,17.0,60.0,NA,NA,3.6539121212121217,61.52
777114,NA,Atlanta Braves,NA,home,675911,Spencer Strider,NA,NA,3.386904761904762,77.32000000000001,1.80,2.20,3.3608142166556645,71.28
777110,NA,Baltimore Orioles,NA,away,450203,Charlie Morton,NA,NA,3.364349571246123,83.55,0.00,1.25,3.7766001654595405,57.45
777110,NA,Tampa Bay Rays,NA,home,671737,Taj Bradley,NA,NA,6.397988505747127,67.88,0.00,0.60,3.664723059046454,61.18000000000001
777098,NA,Detroit Tigers,NA,away,681857,Reese Olson,NA,NA,2.941176470588235,79.4,4.50,3.00,3.9092622767857144,53.05
777098,NA,Texas Rangers,NA,home,571578,Patrick Corbin,NA,NA,6.056590752242926,50.92,0.00,1.20,3.5097500517134756,66.34
777102,NA,Minnesota Twins,NA,away,663978,Chris Paddack,NA,NA,3.7137210615471483,80.82,1.80,1.20,4.0942248305821805,46.839999999999996
777102,NA,Colorado Rockies,NA,home,607536,Kyle Freeland,NA,NA,3.2547699214365884,82.06666666666666,0.00,1.33,3.774599387254902,57.5
777100,NA,St. Louis Cardinals,NA,away,669467,Andre Pallante,NA,NA,4.277327935222672,71.05,2.25,1.25,3.5360027202866795,65.47500000000001
777100,NA,Arizona Diamondbacks,NA,home,694297,Brandon Pfaadt,NA,NA,6.907051282051282,63.824999999999996,0.00,2.25,3.687864289626325,60.4
777099,NA,Houston Astros,NA,away,687888,Brandon Walter,NA,NA,3.677459927459928,79.6,6.75,1.25,3.668533336919105,61.025
777099,NA,Seattle Mariners,NA,home,622491,Luis Castillo,NA,NA,5.065338455582358,64.08,0.00,0.60,3.8161503247403465,56.14
777103,NA,Milwaukee Brewers,NA,away,682990,Quinn Priester,NA,NA,6.37192118226601,42.35,3.00,2.33,3.363538000651736,71.225
777103,NA,Los Angeles Dodgers,NA,home,607192,Tyler Glasnow,NA,NA,0.0,100.0,0.00,0.00,3.6736000000000004,60.9
