game_id,player_type,team,team_abbrev,side,id,name,position,order,recent_barrel_pct,recent_barrel_pct_score,recent_f1_era,recent_f1_whip,recent_xfip,recent_xfip_score
777172,NA,Toronto Blue Jays,NA,away,641778,Eric Lauer,NA,NA,1.767857142857143,91.88,0.00,1.00,3.724318302926398,59.17999999999999
777172,NA,Chicago White Sox,NA,home,605288,Adrian Houser,NA,NA,5.103140394088669,61.8,0.00,1.00,3.582417176447211,63.925
777175,NA,Los Angeles Dodgers,NA,away,607192,Tyler Glasnow,NA,NA,,,NA,NA,,
777175,NA,Milwaukee Brewers,NA,home,500779,Jose Quintana,NA,NA,5.205492424242425,68.5,0.00,1.75,3.849846343767382,55.0
777163,NA,Philadelphia Phillies,NA,away,666200,Jesús Luzardo,NA,NA,3.8952380952380947,70.06,0.00,1.00,3.4396489044685907,68.67999999999999
777163,NA,San Francisco Giants,NA,home,434378,Justin Verlander,NA,NA,4.173454979906593,72.525,0.00,1.25,3.82122709537806,55.95
777182,NA,Tampa Bay Rays,NA,away,641793,Zack Littell,NA,NA,7.070031417857505,47.92,1.80,1.00,3.6445041562742366,61.86
777182,NA,Detroit Tigers,NA,home,681857,Reese Olson,NA,NA,0.0,100.0,9.00,3.00,3.496571428571429,66.8
777184,NA,Seattle Mariners,NA,away,688138,Logan Evans,NA,NA,8.245877061469265,46.8,0.00,1.00,3.590999612553274,63.65
777184,NA,New York Yankees,NA,home,693645,Cam Schlittler,NA,NA,,,NA,NA,,
777179,NA,Colorado Rockies,NA,away,622608,Antonio Senzatela,NA,NA,2.697729988052569,87.16,0.00,1.20,3.7959704171495416,56.82000000000001
777179,NA,Boston Red Sox,NA,home,608337,Lucas Giolito,NA,NA,2.8472222222222223,79.64,0.00,0.60,3.714950847325168,59.5
777183,NA,Miami Marlins,NA,away,645261,Sandy Alcantara,NA,NA,5.166297811459102,62.8,1.80,1.40,3.8804455585565227,54.0
777183,NA,Cincinnati Reds,NA,home,671096,Andrew Abbott,NA,NA,3.673649762935477,88.28,1.80,1.40,4.177294189568455,44.099999999999994
777177,NA,Pittsburgh Pirates,NA,away,663559,Bailey Falter,NA,NA,6.478494623655914,59.36,1.80,1.20,4.065648477622391,47.82000000000001
777177,NA,Kansas City Royals,NA,home,663460,Kris Bubic,NA,NA,4.616418064693926,68.08,0.00,1.60,3.5973607950098816,63.42
777173,NA,Chicago Cubs,NA,away,690990,Cade Horton,NA,NA,6.485088985088985,67.39999999999999,0.00,1.50,3.7037592805939585,59.849999999999994
777173,NA,Minnesota Twins,NA,home,701581,David Festa,NA,NA,4.585659551176792,77.32000000000001,2.25,0.75,3.686589456708627,60.43999999999998
777178,NA,Washington Nationals,NA,away,669022,MacKenzie Gore,NA,NA,4.619708994708995,76.84,0.00,1.40,3.76040239796668,58.0
777178,NA,St. Louis Cardinals,NA,home,669467,Andre Pallante,NA,NA,2.940659340659341,83.3,0.00,1.20,3.455796299540681,68.13999999999999
777174,NA,Cleveland Guardians,NA,away,677944,Slade Cecconi,NA,NA,4.973727422003284,64.2,1.80,1.80,3.6562495237239916,61.44
777174,NA,Houston Astros,NA,home,687888,Brandon Walter,NA,NA,3.4988884988884994,81.65,2.25,1.00,3.618615479776248,62.7
777171,NA,Texas Rangers,NA,away,677958,Kumar Rocker,NA,NA,4.009009009009009,75.0,0.00,0.75,3.743043728423475,58.575
777171,NA,Los Angeles Angels,NA,home,543294,Kyle Hendricks,NA,NA,3.7896687896687893,78.88,0.00,1.60,3.9803240199340393,50.64
777162,NA,Arizona Diamondbacks,NA,away,694297,Brandon Pfaadt,NA,NA,6.907407407407407,59.879999999999995,0.00,2.40,3.6644263435078295,61.2
777162,NA,San Diego Padres,NA,home,656302,Dylan Cease,NA,NA,3.1687456687456685,88.16,0.00,0.40,3.6688611621284837,61.02
777176,NA,Atlanta Braves,NA,away,693821,Bryce Elder,NA,NA,11.62769081468038,41.475,2.25,2.75,3.6275818353924043,62.425
777176,NA,Athletics,NA,home,687765,Mitch Spence,NA,NA,8.528177903177902,57.220000000000006,1.80,0.60,3.7028623496694424,59.9
777181,NA,New York Mets,NA,away,656849,David Peterson,NA,NA,4.523101194500789,68.86,0.00,0.40,3.4503032003954353,68.32
777181,NA,Baltimore Orioles,NA,home,608372,Tomoyuki Sugano,NA,NA,13.092463092463092,14.075,2.25,2.25,4.131184494307702,45.625
