game_id,game_datetime,away_team,home_team,away_team_abbrev,home_team_abbrev,away_pitcher,home_pitcher,home_pitcher_recent_f1_era,home_pitcher_recent_f1_whip,away_pitcher_recent_f1_era,away_pitcher_recent_f1_whip,nrfi_grade,home_pitcher_recent_xfip,home_pitcher_recent_xfip_score,away_pitcher_recent_xfip,away_pitcher_recent_xfip_score,home_pitcher_recent_barrel_pct,home_pitcher_recent_barrel_pct_score,away_pitcher_recent_barrel_pct,away_pitcher_recent_barrel_pct_score,home_team_woba3,away_team_woba3,home_team_wrc_plus_1st_inn,away_team_wrc_plus_1st_inn,away_team_score,home_team_score,game_nrfi_score
777056,2025-07-22T22:40:00Z,Baltimore Orioles,Cleveland Guardians,BAL,CLE,Brandon Young,Joey Cantillo,0.00,1.00,0.00,0.25,,3.3599086068585113,71.33333333333333,3.556754776021081,64.8,3.8888888888888893,73.0,7.494588744588744,43.35,0.3336538461538462,0.34864864864864864,94.6801168589996,103.87061018493742,35.45,21.55,28.5
777044,2025-07-22T22:40:00Z,Detroit Tigers,Pittsburgh Pirates,DET,PIT,Casey Mize,Mitch Keller,0.00,1.25,0.00,0.75,,3.9309464226040567,52.300000000000004,3.8056182625871666,56.475,5.39058795637743,64.8,4.001488095238095,81.7,0.363953488372093,0.43714285714285717,95.68791566338017,126.87736665732712,38.29,33.67,35.98
777052,2025-07-22T22:40:00Z,San Diego Padres,Miami Marlins,SD,MIA,Stephen Kolek,Edward Cabrera,2.25,1.00,3.00,0.33,,3.3809147130724058,70.625,3.8283019943019947,55.73333333333333,2.8009259259259256,92.1,4.864595565994093,73.36666666666667,0.2276595744680851,0.3852941176470588,91.81804611045,114.02924143374186,35.76,14.0,24.88
777042,2025-07-22T22:45:00Z,Cincinnati Reds,Washington Nationals,CIN,WSH,Chase Burns,Brad Lord,NA,NA,2.25,2.25,,3.550296725014116,62.98,4.35161675051623,44.15,0.0,100.0,4.820402298850574,72.2,0.340625,0.3810810810810811,124.06264400792064,108.13880188632818,40.45,27.66,34.05
777045,2025-07-22T22:45:00Z,Boston Red Sox,Philadelphia Phillies,BOS,PHI,Richard Fitts,Cristopher Sánchez,0.00,0.75,0.00,1.00,,3.114408775972879,79.525,3.9407559067688376,51.96666666666667,1.4955357142857144,99.55,2.2222222222222223,82.53333333333333,0.24772727272727274,0.40757575757575754,114.82201421800644,130.29625872209192,36.64,16.33,26.48
777048,2025-07-22T23:05:00Z,Chicago White Sox,Tampa Bay Rays,CWS,TB,Davis Martin,Drew Rasmussen,4.50,1.75,NA,NA,,3.6175762959866224,62.75,,,4.297969187675069,70.725,,,0.2765957446808511,0.3878378378378378,112.13540022115238,113.75968522486734,15.51,26.35,20.93
777046,2025-07-22T23:07:00Z,New York Yankees,Toronto Blue Jays,NYY,TOR,Cam Schlittler,Max Scherzer,0.00,1.50,0.00,1.00,,3.7409802238180907,58.650000000000006,3.428805970149254,69.0,4.479813664596273,68.125,4.166666666666666,83.3,0.292,0.31551724137931036,111.58082992639736,147.54564203203742,31.11,28.88,29.99
777054,2025-07-22T23:10:00Z,Los Angeles Angels,New York Mets,LAA,NYM,Kyle Hendricks,Frankie Montas,4.50,2.00,0.00,1.50,,3.714340931765035,59.525000000000006,4.067977107050475,47.725,6.568260368663594,49.025000000000006,4.247803601251877,80.6,0.43272727272727274,0.275,119.62506608584292,139.6463706203038,36.86,42.04,39.45
777058,2025-07-22T23:15:00Z,San Francisco Giants,Atlanta Braves,SF,ATL,Landen Roupp,Davis Daniel,0.00,2.00,0.00,1.25,,3.757957746478873,58.1,3.5524764851485147,64.92500000000001,3.8461538461538463,87.9,3.3110119047619047,93.25,0.10757575757575757,0.42613636363636365,114.49555181479434,88.60726728291208,25.53,23.71,24.62
777047,2025-07-23T00:05:00Z,Kansas City Royals,Chicago Cubs,KC,CHC,Rich Hill,Matthew Boyd,0.00,1.00,NA,NA,,3.786231452802975,57.12500000000001,,,5.575005586348599,65.32499999999999,,,0.29500000000000004,0.365625,125.84677979282672,100.61823497704026,11.87,35.11,23.49
