game_id,player_type,team,team_abbrev,side,id,name,position,order,f1_era,f1_whip,recent_barrel_pct,recent_barrel_pct_score,recent_f1_era,recent_xfip,recent_xfip_score
777300,NA,Cincinnati Reds,NA,away,695505,Chase Burns,NA,NA,0.00,0.00,3.4482758620689653,93.6,NA,3.8576562500000002,54.7
777300,NA,Boston Red Sox,NA,home,676979,Garrett Crochet,NA,NA,1.80,0.40,2.7485380116959064,85.4,NA,3.409874966771638,69.67999999999999
