game_id,player_type,team,team_abbrev,side,id,name,position,order,recent_barrel_pct,recent_barrel_pct_score,recent_f1_era,recent_f1_whip,recent_xfip,recent_xfip_score
778431,NA,Miami Marlins,NA,away,687473,Ryan Gusto,NA,NA,15.82010582010582,37.980000000000004,0.00,2.50,3.9561305780812823,51.480000000000004
778431,NA,Atlanta Braves,NA,home,694462,Hurston Waldrep,NA,NA,0.0,100.0,0.00,0.00,3.2085074626865673,76.4
776819,NA,Miami Marlins,NA,away,645261,Sandy Alcantara,NA,NA,4.041269507522661,82.32499999999999,0.00,0.50,3.7677194600374238,57.724999999999994
776819,NA,Atlanta Braves,NA,home,607200,Erick Fedde,NA,NA,7.105250231384533,44.45,6.75,1.50,3.9381948690956614,52.025
776815,NA,Houston Astros,NA,away,664285,Framber Valdez,NA,NA,1.3888888888888888,90.875,0.00,0.75,3.3171329205069124,72.75
776815,NA,New York Yankees,NA,home,661563,Luis Gil,NA,NA,4.166666666666666,83.3,0.00,2.00,3.716964285714286,59.4
776802,NA,Washington Nationals,NA,away,695418,Brad Lord,NA,NA,1.514726507713885,95.5,0.00,1.33,3.4816659702802353,65.28
776802,NA,San Francisco Giants,NA,home,687931,Carson Whisenhunt,NA,NA,8.333333333333332,23.799999999999997,9.00,1.00,3.5611440677966106,64.65
776813,NA,Los Angeles Angels,NA,away,579328,Yusei Kikuchi,NA,NA,3.383116883116883,75.3,0.00,1.80,3.7565950042803395,58.120000000000005
776813,NA,Detroit Tigers,NA,home,450203,Charlie Morton,NA,NA,4.584451576284607,75.52000000000001,1.80,1.80,3.846201507067306,55.14000000000001
776812,NA,Cincinnati Reds,NA,away,607259,Nick Martinez,NA,NA,3.8462823725981616,78.3,0.00,1.25,3.9593718422819437,51.35999999999999
776812,NA,Pittsburgh Pirates,NA,home,677952,Braxton Ashcraft,NA,NA,0.0,100.0,NA,NA,3.5379535306798466,65.4
776811,NA,Athletics,NA,away,678022,Jack Perkins,NA,NA,2.0,80.0,0.00,1.00,3.458985897909719,66.9
776811,NA,Baltimore Orioles,NA,home,687064,Brandon Young,NA,NA,5.274971941638608,59.975,2.25,1.75,3.666479204690006,58.35
776816,NA,Kansas City Royals,NA,away,702070,Noah Cameron,NA,NA,1.4912280701754386,98.8,0.00,0.75,3.6815482133642927,60.6
776816,NA,Minnesota Twins,NA,home,641927,Bailey Ober,NA,NA,7.6923076923076925,33.0,0.00,2.00,4.049246575342466,48.4
776814,NA,Cleveland Guardians,NA,away,676282,Joey Cantillo,NA,NA,1.6666666666666667,86.9,0.00,2.00,3.321417157354735,72.625
776814,NA,Chicago White Sox,NA,home,680732,Sean Burke,NA,NA,1.6835016835016834,97.375,0.00,1.67,3.6522372487899832,61.599999999999994
776817,NA,New York Mets,NA,away,657585,Reed Garrett,NA,NA,0.0,100.0,NA,NA,3.1688608058608057,77.67999999999999
776817,NA,Milwaukee Brewers,NA,home,668964,Tobias Myers,NA,NA,0.0,100.0,NA,NA,3.7842307692307697,57.2
776818,NA,Chicago Cubs,NA,away,607067,Colin Rea,NA,NA,5.24327731092437,59.38000000000001,1.80,1.00,3.7427041099199494,58.6
776818,NA,St. Louis Cardinals,NA,home,669467,Andre Pallante,NA,NA,2.896062271062271,90.75000000000001,0.00,1.00,3.450884165706365,68.3
776810,NA,Philadelphia Phillies,NA,away,666200,Jesús Luzardo,NA,NA,5.848665223665224,67.425,0.00,0.50,3.5153549444526426,66.17500000000001
776810,NA,Texas Rangers,NA,home,594798,Jacob deGrom,NA,NA,10.51606753812636,13.45,4.50,0.75,3.523895770767867,65.875
776809,NA,Colorado Rockies,NA,away,687134,Bradley Blalock,NA,NA,3.9583333333333335,73.8,2.25,1.50,3.990880207452576,50.324999999999996
776809,NA,Arizona Diamondbacks,NA,home,593958,Eduardo Rodriguez,NA,NA,5.242456896551724,58.475,0.00,1.75,3.895586022392245,53.474999999999994
776807,NA,Boston Red Sox,NA,away,608337,Lucas Giolito,NA,NA,9.37049062049062,49.9,6.75,2.75,3.945193535209753,51.824999999999996
776807,NA,San Diego Padres,NA,home,650633,Michael King,NA,NA,,,NA,NA,,
776808,NA,Toronto Blue Jays,NA,away,605135,Chris Bassitt,NA,NA,4.892857142857143,62.96,0.00,1.00,3.454664836003051,66.16
776808,NA,Los Angeles Dodgers,NA,home,605483,Blake Snell,NA,NA,0.0,100.0,9.00,1.00,3.026818181818182,82.4
776805,NA,Tampa Bay Rays,NA,away,671212,Joe Boyle,NA,NA,4.426470588235294,62.48,0.00,1.50,3.743128047629618,58.56
776805,NA,Seattle Mariners,NA,home,688138,Logan Evans,NA,NA,8.118910782703885,44.375,0.00,1.75,3.610457857305602,62.974999999999994
