game_id,player_type,team,team_abbrev,id,name,position,order,+WPA,-WPA,AVG,AVG+,Age,Age Rng,BABIP,BABIP+,BB,BB%,BB%+,BB/9,BB/9+,BIP-Wins,BK,BS,BU,BUH,BUH%,Balls,Barrel%,Barrels,CB%,CBv,CG,CH%,CH% (pi),CH% (sc),CH-X (pi),CH-X (sc),CH-Z (pi),CH-Z (sc),CHv,CSW%,CStr%,CT%,CTv,CU% (pi),CU% (sc),CU-X (pi),CU-X (sc),CU-Z (pi),CU-Z (sc),Cent%,Cent%+,Clutch,Contact%,Contact% (pi),Contact% (sc),Dollars,E-F,ER,ERA,ERA-,EV,Events,F-Strike%,FA% (pi),FA% (sc),FA-X (pi),FA-X (sc),FA-Z (pi),FA-Z (sc),FB,FB%,FB% 2,FB%+,FBv,FDP-Wins,FIP,FIP-,FRM,G,GB,GB%,GB%+,GB/FB,GS,H,H/9,H/9+,HBP,HLD,HR,HR/9,HR/9+,HR/FB,HR/FB%+,Hard%,Hard%+,HardHit,HardHit%,IBB,IDfg,IFFB,IFFB%,IFH,IFH%,IP,K%,K%+,K-BB%,K/9,K/9+,K/BB,K/BB+,L,LA,LD,LD%,LD%+,LOB%,LOB%+,LOB-Wins,Loc+ CH,Loc+ CU,Loc+ FA,Loc+ SI,Loc+ SL,Location+,MD,Med%,Med%+,Name,O-Contact%,O-Contact% (pi),O-Contact% (sc),O-Swing%,O-Swing% (pi),O-Swing% (sc),Oppo%,Oppo%+,Pace,Pace (pi),Pit+ CH,Pit+ CU,Pit+ FA,Pit+ SI,Pit+ SL,Pitches,Pitching+,Pull%,Pull%+,Pulls,R,RA9-WAR,RAR,RE24,REW,RS,RS/9,SD,SI% (pi),SI% (sc),SI-X (pi),SI-X (sc),SI-Z (pi),SI-Z (sc),SIERA,SL%,SL% (pi),SL% (sc),SL-X (pi),SL-X (sc),SL-Z (pi),SL-Z (sc),SLv,SO,SV,Season,ShO,Soft%,Soft%+,Start-IP,Starting,Stf+ CH,Stf+ CU,Stf+ FA,Stf+ SI,Stf+ SL,Strikes,Stuff+,SwStr%,Swing%,Swing% (pi),Swing% (sc),TBF,TTO%,Team,W,WAR,WHIP,WHIP+,WP,WPA,WPA/LI,XX%,Z-Contact%,Z-Contact% (pi),Z-Contact% (sc),Z-Swing%,Z-Swing% (pi),Z-Swing% (sc),Zone%,Zone% (pi),Zone% (sc),airOuts,atBats,avg,balks,baseOnBalls,battersFaced,blownSaves,botCmd,botCmd CH,botCmd CU,botCmd FA,botCmd SI,botCmd SL,botERA,botOvr,botOvr CH,botOvr CU,botOvr FA,botOvr SI,botOvr SL,botStf,botStf CH,botStf CU,botStf FA,botStf SI,botStf SL,botxRV100,catchersInterference,caughtStealing,completeGames,doubles,earnedRuns,era,exLI,gamesFinished,gamesPitched,gamesPlayed,gamesStarted,gmLI,groundIntoDoublePlay,groundOuts,groundOutsToAirouts,hitBatsmen,hitByPitch,hits,hitsPer9Inn,holds,homeRuns,homeRunsPer9,inLI,inheritedRunners,inheritedRunnersScored,inningsPitched,intentionalWalks,kwERA,losses,maxEV,numberOfPitches,obp,ops,outs,pLI,pickoffs,pitchesPerInning,runs,runsScoredPer9,sacBunts,sacFlies,saveOpportunities,saves,season,shutouts,slg,stolenBasePercentage,stolenBases,strikeOuts,strikePercentage,strikeoutWalkRatio,strikeoutsPer9Inn,strikes,tERA,totalBases,triples,vCH (pi),vCH (sc),vCU (pi),vCU (sc),vFA (pi),vFA (sc),vSI (pi),vSI (sc),vSL (pi),vSL (sc),wCB,wCB/C,wCH,wCH (pi),wCH (sc),wCH/C,wCH/C (pi),wCH/C (sc),wCT,wCT/C,wCU (pi),wCU (sc),wCU/C (pi),wCU/C (sc),wFA (pi),wFA (sc),wFA/C (pi),wFA/C (sc),wFB,wFB/C,wSI (pi),wSI (sc),wSI/C (pi),wSI/C (sc),wSL,wSL (pi),wSL (sc),wSL/C,wSL/C (pi),wSL/C (sc),walksPer9Inn,whip,wildPitches,winPercentage,wins,xERA,xFIP,xFIP-
777341,,New York Mets,,656849,David Peterson,,,6.82,-5.81,0.236,97,29,29 - 29,0.29,100,31,0.08199999999999999,96,3.08,94,0.0,0,0,2,0,0.0,493,0.057,15,0.12,78.7,1,0.14800000000000002,0.149,0.149,8.5,8.9,1.7,3.2,84.1,0.285,0.18,NA,NA,0.11900000000000001,0.11900000000000001,-3.1,-2.6,-6.0,-4.5,0.326,93,-0.16,0.7759999999999999,0.7759999999999999,0.7759999999999999,$13.8,-0.39,30,2.98,76,90.3,265,0.63,0.22699999999999998,0.23,2.9,3.6,6.9,8.0,62,0.237,0.523,63,91.7,0.5,3.37,85,0.1,15,149,0.569,134,2.4,15,81,8.04,96,4,0,6,0.6,55,0.09699999999999999,87,0.33,105,117,0.442,1,20302,5,0.081,16,0.107,90.2,0.20600000000000002,95,0.124,7.74,93,2.52,99,3,4.7,51,0.195,98,0.7709999999999999,107,0.5,91.0,102.0,108.0,98.0,102.0,100,0,0.511,97,David Peterson,0.606,0.537,0.54,0.332,0.313,0.306,0.223,92,17.7,17.7,83.0,91.0,87.0,104.0,99.0,1402,94,0.451,111,14,33,2.2,16.1,10.29,1.12,50,4.96,0,0.295,0.29100000000000004,8.5,9.1,3.4,4.8,3.77,0.21,0.21,0.21,-1.3,-0.6,-1.2,0.2,84.6,78,0,2025,1,0.159,101,90.2,16.1,87.0,84.0,78.0,94.0,98.0,909,89,0.10400000000000001,0.465,0.466,0.466,378,0.304,NYM,5,1.7,1.24,95,2,1.01,1.16,0.003,0.8959999999999999,0.895,0.8909999999999999,0.648,0.615,0.624,0.42200000000000004,0.507,0.503,75,361,.244,0,34,402,0,50,47.0,51.0,49.0,49.0,49.0,4.45,47,48.0,52.0,46.0,48.0,45.0,48,47.0,55.0,46.0,50.0,52.0,0.28,1,1,1,20,35,3.30,1.54,0,16,16,16,0.87,11,117,1.56,4,4,88,8.31,0,6,0.57,0.93,0,0,95.1,1,4.44,3,111.8,1493,.316,.665,286,1.02,2,15.66,38,3.59,2,0,0,0,2025,1,.349,.500,1,83,.650,2.44,7.84,965,3.6,126,0,84.3,84.1,78.8,78.6,92.7,92.4,91.3,91.1,84.7,84.5,0.5,0.31,3.9,4.9,5.0,1.87,2.36,2.4,NA,NA,1.8,0.7,1.08,0.41,-2.3,-2.3,-0.71,-0.73,2.5,0.33,5.9,5.6,1.42,1.36,1.6,0.7,1.8,0.56,0.24,0.62,3.21,1.28,3,.625,5,3.96,3.51,88
777341,,Pittsburgh Pirates,,656605,Mitch Keller,,,6.81,-7.18,0.248,102,29,29 - 29,0.295,102,24,0.061,71,2.3,70,-0.1,0,0,2,2,1.0,486,0.057999999999999996,17,0.07400000000000001,77.6,0,0.077,0.077,0.077,-8.2,-8.6,-0.2,1.0,89.0,0.26899999999999996,0.182,0.159,86.8,0.07400000000000001,0.07400000000000001,7.2,6.8,-9.7,-8.1,0.344,98,-0.86,0.823,0.8190000000000001,0.821,$16.9,0.78,42,4.02,96,89.9,294,0.643,0.33299999999999996,0.344,-5.1,-5.6,7.9,8.9,96,0.32899999999999996,0.5,87,93.6,-0.8,3.24,81,-0.3,16,133,0.455,107,1.39,16,91,8.71,104,4,0,6,0.57,53,0.063,56,0.289,92,119,0.405,0,17594,9,0.094,10,0.075,94.0,0.185,85,0.124,6.99,84,3.04,120,10,11.1,63,0.21600000000000003,108,0.66,92,-0.7,94.0,91.0,107.0,93.0,101.0,100,0,0.5579999999999999,105,Mitch Keller,0.6679999999999999,0.59,0.593,0.312,0.268,0.273,0.24100000000000002,99,18.1,18.1,91.0,77.0,96.0,89.0,105.0,1486,96,0.415,102,16,46,1.3,19.4,2.3,0.24,22,2.11,0,0.16699999999999998,0.156,-8.5,-9.1,4.2,5.3,4.11,0.19,0.349,0.349,7.0,6.3,-1.4,-0.1,82.1,73,0,2025,0,0.153,97,94.0,19.4,94.0,93.0,89.0,95.0,105.0,1000,96,0.087,0.49,0.49,0.49,395,0.261,PIT,1,2.1,1.22,94,2,-0.37,0.47,0.001,0.898,0.8859999999999999,0.892,0.679,0.648,0.65,0.486,0.583,0.5760000000000001,111,387,.248,0,25,417,0,56,46.0,37.0,60.0,48.0,57.0,3.89,53,46.0,35.0,54.0,45.0,57.0,45,49.0,42.0,44.0,43.0,52.0,-0.1,0,3,0,21,43,3.90,1.05,0,17,17,17,0.88,5,104,0.94,4,4,96,8.70,0,7,0.63,0.95,0,0,99.1,0,4.44,10,112.6,1580,.300,.662,298,0.96,0,15.91,47,4.26,0,1,0,0,2025,0,.362,.850,17,77,.670,3.08,6.98,1062,3.86,140,1,89.2,89.0,77.7,77.5,94.1,93.9,93.0,92.8,84.4,84.2,-0.3,-0.24,-1.8,-1.9,-1.7,-1.53,-1.68,-1.49,-0.1,-0.03,-0.3,-0.3,-0.25,-0.25,3.9,4.5,0.78,0.88,4.0,0.54,0.5,-0.1,0.2,-0.05,4.2,4.4,4.4,1.49,0.85,0.85,2.27,1.22,2,.091,1,3.91,3.91,97
