game_id,game_datetime,away_team,home_team,away_team_abbrev,home_team_abbrev,away_pitcher,home_pitcher,home_pitcher_recent_f1_era,home_pitcher_recent_f1_whip,away_pitcher_recent_f1_era,away_pitcher_recent_f1_whip,nrfi_grade,home_pitcher_recent_xfip,home_pitcher_recent_xfip_score,away_pitcher_recent_xfip,away_pitcher_recent_xfip_score,home_pitcher_recent_barrel_pct,home_pitcher_recent_barrel_pct_score,away_pitcher_recent_barrel_pct,away_pitcher_recent_barrel_pct_score,home_team_woba3,away_team_woba3,home_team_wrc_plus_1st_inn,away_team_wrc_plus_1st_inn,away_team_score,home_team_score,game_nrfi_score
777130,2025-07-13T17:35:00Z,Tampa Bay Rays,Boston Red Sox,TB,BOS,Ryan Pepiot,Brayan Bello,1.80,1.20,1.50,1.17,,3.7263807122432384,59.14000000000001,3.820122949269103,55.980000000000004,3.3261670761670756,83.84,6.0604557759730175,56.260000000000005,0.4,0.475,123.17742322803144,125.654673699357,44.01,33.18,38.59
777129,2025-07-13T17:35:00Z,Miami Marlins,Baltimore Orioles,MIA,BAL,Eury Pérez,Brandon Young,0.00,0.25,1.50,1.17,,3.556754776021081,64.8,3.770251184436907,57.660000000000004,7.494588744588744,43.35,3.477048477048477,78.36,0.23518518518518516,0.31875000000000003,100.46104647092106,88.11078278940191,23.35,29.42,26.39
777122,2025-07-13T17:35:00Z,Chicago Cubs,New York Yankees,CHC,NYY,Shota Imanaga,Will Warren,4.50,3.17,0.00,1.00,,3.816296177403797,56.11999999999999,4.23292568277311,42.224999999999994,5.030103995621237,57.02,4.578837910491136,77.425,0.5370689655172414,0.35963855421686747,161.31803788443312,119.78681714924718,39.72,44.19,41.95
777128,2025-07-13T17:40:00Z,Colorado Rockies,Cincinnati Reds,COL,CIN,Austin Gomber,Nick Martinez,3.00,0.83,1.50,1.17,,3.980128916381723,50.68000000000001,4.072735057571867,47.58,1.6240601503759398,93.53999999999999,8.260941113161739,31.099999999999994,0.23369565217391305,0.36875,114.16453909046716,56.98953714034554,39.7,25.73,32.72
777121,2025-07-13T17:40:00Z,Seattle Mariners,Detroit Tigers,SEA,DET,Logan Gilbert,Jack Flaherty,3.00,2.33,4.50,1.33,,3.708882919005614,59.71999999999999,3.4846228789883043,67.16,5.447755143407317,65.02,6.530825496342738,50.5,0.2532258064516129,0.22426470588235295,127.58458255301151,155.5597816083422,33.41,32.25,32.83
777124,2025-07-13T18:10:00Z,New York Mets,Kansas City Royals,NYM,KC,Clay Holmes,Noah Cameron,1.50,0.67,1.50,1.17,,3.4992061308749762,66.7,3.613223921972886,62.9,4.202475685234306,78.72,1.9806763285024154,88.84,0.16285714285714287,0.28936170212765955,102.20325518826068,120.64096152466637,25.31,19.15,22.23
777125,2025-07-13T18:10:00Z,Texas Rangers,Houston Astros,TEX,HOU,Nathan Eovaldi,Hunter Brown,1.50,0.67,0.00,1.75,,3.467292400096008,64.22,3.4665556051507114,67.77499999999999,3.6464803312629397,74.02000000000001,3.345864661654135,75.0,0.38,0.253,80.87513529031497,88.36724698069314,16.39,21.68,19.04
777113,2025-07-13T18:10:00Z,Pittsburgh Pirates,Minnesota Twins,PIT,MIN,Mitch Keller,Simeon Woods Richardson,0.00,1.00,0.00,1.33,,3.957825915693885,51.4,3.894653689807383,53.519999999999996,2.878557874762808,84.42,4.312470365101944,71.84,0.29523809523809524,0.2983606557377049,95.4277961415584,88.00923382257837,25.93,24.68,25.3
777120,2025-07-13T18:10:00Z,Cleveland Guardians,Chicago White Sox,CLE,CWS,Joey Cantillo,Aaron Civale,1.50,1.50,0.00,1.00,,3.825714230951424,55.8,3.3599086068585113,71.33333333333333,8.235413507645813,43.1,3.8888888888888893,73.0,0.3333333333333333,0.3651315789473684,109.34205986911556,86.86663777044456,21.5,40.83,31.16
777123,2025-07-13T18:10:00Z,Washington Nationals,Milwaukee Brewers,WSH,MIL,Jake Irvin,Freddy Peralta,1.50,0.67,3.00,1.50,,3.6517311858573223,61.64,3.816032829468984,56.120000000000005,4.238095238095238,77.4,6.1252134464918315,63.96,0.31375000000000003,0.278,95.47785304424193,121.77660068468457,35.24,25.08,30.16
