game_id,player_type,team,team_abbrev,side,id,name,position,order,recent_barrel_pct,recent_barrel_pct_score,recent_f1_era,recent_f1_whip,recent_xfip,recent_xfip_score
777283,NA,New York Yankees,NA,away,608331,Max Fried,NA,NA,1.6550916241318716,100.0,0.00,1.40,3.422735534108938,69.22
777283,NA,Toronto Blue Jays,NA,home,592332,Kevin Gausman,NA,NA,4.060317460317461,75.64,0.00,1.20,3.7569617964101747,58.1
777290,NA,San Diego Padres,NA,away,601713,Nick Pivetta,NA,NA,7.039173789173789,42.3,1.80,1.00,3.652215577253629,61.58
777290,NA,Philadelphia Phillies,NA,home,650911,Cristopher Sánchez,NA,NA,2.4144276775855724,97.5,0.00,0.60,3.405878921456061,69.8
777288,NA,St. Louis Cardinals,NA,away,669467,Andre Pallante,NA,NA,3.550738916256158,74.58000000000001,1.80,1.40,3.5231897654497715,65.9
777288,NA,Pittsburgh Pirates,NA,home,694973,Paul Skenes,NA,NA,2.5327924273157536,89.52000000000001,0.00,0.40,3.400263201468271,69.99999999999999
777293,NA,Minnesota Twins,NA,away,657746,Joe Ryan,NA,NA,3.699197860962567,81.44,0.00,0.60,3.6835151050600343,60.55999999999999
777293,NA,Miami Marlins,NA,home,665795,Edward Cabrera,NA,NA,4.64619648700995,67.9,2.25,1.00,3.455016137190796,68.16
777284,NA,Detroit Tigers,NA,away,656427,Jack Flaherty,NA,NA,5.5851336286118896,62.2,1.80,1.20,3.692709276451518,60.260000000000005
777284,NA,Washington Nationals,NA,home,592866,Trevor Williams,NA,NA,7.372035948231721,50.42,0.00,1.00,4.1444828282881225,45.17999999999999
777286,NA,Athletics,NA,away,605488,Jeffrey Springs,NA,NA,4.2530044275774825,81.92,0.00,0.33,3.740641341991342,58.660000000000004
777286,NA,Tampa Bay Rays,NA,home,669358,Shane Baz,NA,NA,2.1064814814814814,87.03999999999999,0.00,0.80,3.4651539641377043,67.8
777294,NA,Cincinnati Reds,NA,away,663903,Brady Singer,NA,NA,7.271895920171781,44.339999999999996,0.00,1.00,3.54987716245556,65.0
777294,NA,Boston Red Sox,NA,home,690916,Richard Fitts,NA,NA,13.333333333333334,23.8,13.50,3.00,6.386724137931035,23.1
777289,NA,Milwaukee Brewers,NA,away,642547,Freddy Peralta,NA,NA,6.236453201970443,57.42,1.80,1.00,3.662558223315183,61.25999999999999
777289,NA,New York Mets,NA,home,605280,Clay Holmes,NA,NA,5.343175343175344,57.96,0.00,1.20,3.6229800042495506,62.56
777298,NA,Los Angeles Angels,NA,away,542881,Tyler Anderson,NA,NA,5.686757409583497,61.6,0.00,1.40,3.7039112755335495,59.86
777298,NA,Atlanta Braves,NA,home,800311,Didier Fuentes,NA,NA,6.0661764705882355,56.2,0.00,0.00,4.751656042128603,27.8
777287,NA,Cleveland Guardians,NA,away,668909,Gavin Williams,NA,NA,2.0737327188940093,96.08000000000001,0.00,1.00,3.59108794874782,63.620000000000005
777287,NA,Chicago Cubs,NA,home,571510,Matthew Boyd,NA,NA,4.633770024013927,74.42,3.60,0.60,4.002148677056905,49.940000000000005
777282,NA,Baltimore Orioles,NA,away,687064,Brandon Young,NA,NA,4.761904761904762,74.8,0.00,0.00,3.678913043478261,60.7
777282,NA,Texas Rangers,NA,home,594798,Jacob deGrom,NA,NA,0.7407407407407407,97.97999999999999,0.00,0.60,3.664525521917953,61.19999999999999
777285,NA,Houston Astros,NA,away,676467,Colton Gordon,NA,NA,4.6051381051381055,68.47999999999999,0.00,1.75,3.917301798260288,52.75999999999999
777285,NA,Colorado Rockies,NA,home,801403,Chase Dollander,NA,NA,3.7957692037388435,71.47999999999999,0.00,1.20,3.9713324310841416,50.919999999999995
777281,NA,Kansas City Royals,NA,away,547179,Michael Lorenzen,NA,NA,4.446537235583889,70.58000000000001,1.80,0.60,3.758864455860004,58.02
777281,NA,Seattle Mariners,NA,home,676106,Emerson Hancock,NA,NA,4.326267997667592,71.46000000000001,5.40,1.00,3.8493175256817986,55.02
777278,NA,San Francisco Giants,NA,away,806185,Hayden Birdsong,NA,NA,4.628571428571428,68.16,1.80,0.80,3.83998708793352,55.339999999999996
777278,NA,Arizona Diamondbacks,NA,home,668678,Zac Gallen,NA,NA,12.397395707740534,26.52,1.80,0.80,3.554309200339901,64.88000000000001
777280,NA,Chicago White Sox,NA,away,681343,Shane Smith,NA,NA,3.5120793185309314,81.97500000000001,0.00,1.50,3.9848637150892587,50.5
777280,NA,Los Angeles Dodgers,NA,home,808967,Yoshinobu Yamamoto,NA,NA,4.9617028383168975,63.220000000000006,1.80,1.40,3.5445371678129596,65.17999999999999
