game_id,game_datetime,away_team,home_team,away_team_abbrev,home_team_abbrev,away_pitcher,home_pitcher,home_pitcher_recent_f1_era,home_pitcher_recent_f1_whip,away_pitcher_recent_f1_era,away_pitcher_recent_f1_whip,nrfi_grade,home_pitcher_recent_xfip,home_pitcher_recent_xfip_score,away_pitcher_recent_xfip,away_pitcher_recent_xfip_score,home_pitcher_recent_barrel_pct,home_pitcher_recent_barrel_pct_score,away_pitcher_recent_barrel_pct,away_pitcher_recent_barrel_pct_score,home_team_woba3,away_team_woba3,home_team_wrc_plus_1st_inn,away_team_wrc_plus_1st_inn,away_team_score,home_team_score,game_nrfi_score
777001,2025-07-26T17:05:00Z,Philadelphia Phillies,New York Yankees,PHI,NYY,Ranger Suárez,Marcus Stroman,2.25,1.25,0.00,1.00,,3.7515410932919067,58.275,3.6372699438959666,62.1,5.366187417895198,65.975,5.5084325396825395,63.35000000000001,0.4235849056603773,0.3,147.54564203203742,114.82201421800644,31.26,43.03,37.15
777010,2025-07-26T18:40:00Z,Cleveland Guardians,Kansas City Royals,CLE,KC,Gavin Williams,Michael Wacha,0.00,0.75,2.25,0.75,,3.854855374621691,54.849999999999994,3.5478685383331436,65.05,3.557504873294347,72.475,4.1937229437229435,72.22500000000001,0.31960784313725493,0.28695652173913044,100.61823497704026,94.6801168589996,22.32,27.04,24.68
776990,2025-07-26T23:15:00Z,Cleveland Guardians,Kansas City Royals,CLE,KC,Tanner Bibee,Kris Bubic,0.00,1.75,0.00,1.20,,3.425780616582351,69.125,3.718878953570088,59.38000000000001,2.7857142857142856,81.625,3.587962962962963,74.44,0.31960784313725493,0.28695652173913044,100.61823497704026,94.6801168589996,22.81,20.59,21.7
777003,2025-07-26T22:10:00Z,Toronto Blue Jays,Detroit Tigers,TOR,DET,Kevin Gausman,Tarik Skubal,0.00,0.25,1.80,1.60,,3.382196341604824,70.6,3.771670574809413,57.6,0.8620689655172413,98.4,3.5833628736854544,82.68,0.3361702127659575,0.3925925925925926,126.87736665732712,111.58082992639736,31.73,26.03,28.88
777002,2025-07-26T22:40:00Z,Arizona Diamondbacks,Pittsburgh Pirates,AZ,PIT,Merrill Kelly,Andrew Heaney,9.00,2.33,1.80,1.40,,3.913462617370892,52.875,3.692394569511888,60.279999999999994,11.957654414550966,36.075,4.79087579087579,67.88,0.4321428571428571,0.40588235294117647,95.68791566338017,111.6906215920174,34.48,48.27,41.38
777000,2025-07-26T22:40:00Z,Tampa Bay Rays,Cincinnati Reds,TB,CIN,Ryan Pepiot,Andrew Abbott,2.25,1.50,3.60,1.20,,4.040192019443629,48.675,3.9378394671262456,52.06,2.2556089743589745,98.35,7.060455775973017,41.980000000000004,0.4027777777777778,0.29137931034482756,108.13880188632818,112.13540022115238,37.76,33.23,35.49
776999,2025-07-26T23:05:00Z,Colorado Rockies,Baltimore Orioles,COL,BAL,Antonio Senzatela,Trevor Rogers,0.00,1.75,0.00,1.50,,3.6293891723054985,62.35,3.8541640792567233,54.85,3.2388157388157386,85.85,4.537037037037037,71.275,0.41637931034482756,0.3576086956521739,103.87061018493742,70.71384090349474,27.24,28.8,28.02
776993,2025-07-26T23:05:00Z,Atlanta Braves,Texas Rangers,ATL,TEX,Grant Holmes,Kumar Rocker,0.00,0.25,1.80,1.60,,3.802195588513131,56.574999999999996,3.536650783134008,65.46000000000001,8.175675675675675,50.0,2.6710071537657742,87.56,0.40078125,0.19069767441860463,93.90342404956633,114.49555181479434,18.98,40.55,29.77
776991,2025-07-26T23:10:00Z,Athletics,Houston Astros,ATH,HOU,Jacob Lopez,Hunter Brown,1.80,0.80,0.00,1.25,,3.512621798864685,66.25999999999999,3.774465097550346,57.525000000000006,2.9171842650103517,84.02000000000001,4.922791129687681,72.5,0.29264705882352937,0.41451612903225804,88.17046144507255,113.71799051888412,36.59,17.89,27.24
776997,2025-07-26T23:10:00Z,Washington Nationals,Minnesota Twins,WSH,MIN,Mitchell Parker,Joe Ryan,0.00,1.25,0.00,1.75,,3.708633047092036,59.699999999999996,4.17266101540014,44.25,3.1357473544973544,87.325,8.001519321178764,45.35000000000001,0.34285714285714286,0.20161290322580644,91.92032876172264,124.06264400792064,41.0,23.65,32.33
