Season,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
2025,"LAA",444,0.092342342,0.268018018,0.344537815,0.271099744,0.349099099,0.519181585,0.868280684,0.248081841,0.317269076,72.93121902771941,21.163521991453077,0.37265019508095476,139.6463706203038
2025,"BAL",411,0.05352798,0.233576642,0.229166666,0.261904761,0.313868613,0.412698412,0.726567025,0.150793651,0.318681318,49.204602618401864,1.2845046861823564,0.3173246015307387,103.87061018493742
2025,"BOS",470,0.09787234,0.244680851,0.4,0.27184466,0.355319148,0.485436893,0.840756041,0.213592233,0.330960854,73.96562138220429,19.16648262759805,0.364096965941977,130.29625872209192
2025,"CHW",426,0.091549295,0.225352112,0.40625,0.240208877,0.312206572,0.462140992,0.774347564,0.221932115,0.27037037,56.81267470101703,7.143668085139871,0.33427228698148415,113.75968522486734
2025,"CLE",405,0.088888888,0.237037037,0.375,0.238356164,0.306930693,0.383561643,0.690492336,0.145205479,0.292307692,44.093838043942256,-3.126696414814189,0.30322176765271514,94.6801168589996
2025,"DET",449,0.100222717,0.222717149,0.45,0.267002518,0.345211581,0.46347607,0.808687651,0.196473552,0.316901408,65.98288232934219,13.632215731856649,0.35115569126367036,126.87736665732713
2025,"KCR",431,0.060324825,0.204176334,0.295454545,0.263819095,0.315545243,0.417085427,0.73263067,0.153266332,0.314569536,52.33639101587248,2.0844148387761106,0.31944980892393815,100.61823497704026
2025,"MIN",416,0.079326923,0.269230769,0.294642857,0.235772357,0.306024096,0.382113821,0.688137917,0.146341464,0.29880478,44.77855998394688,-3.72450750949184,0.30250381274395677,91.92032876172263
2025,"NYY",450,0.084444444,0.248888888,0.339285714,0.27970297,0.345211581,0.551980198,0.897191779,0.272277228,0.320895522,77.0544836241863,24.587223114456897,0.3810724179659571,147.54564203203742
2025,"ATH",450,0.102222222,0.226666666,0.450980392,0.253132832,0.334075723,0.436090225,0.770165948,0.182957393,0.298932384,61.147733748649806,8.680473238920422,0.3372765349385999,113.71799051888412
2025,"SEA",434,0.096774193,0.223502304,0.43298969,0.255874673,0.341013824,0.485639686,0.82665351,0.229765013,0.281368821,66.32715513255067,15.725397218722772,0.3584500188651722,137.7042646162813
2025,"TBR",427,0.074941451,0.215456674,0.347826086,0.259640102,0.323185011,0.4344473,0.757632311,0.174807198,0.298932384,55.81387331010552,6.028272781984532,0.33097880841418226,112.13540022115238
2025,"TEX",428,0.084112149,0.217289719,0.387096774,0.2421875,0.310747663,0.375,0.685747663,0.1328125,0.286219081,46.29643146150777,-3.6057629788570695,0.30297780287600007,93.90342404956633
2025,"TOR",427,0.084309133,0.19203747,0.43902439,0.270618556,0.330985915,0.425257731,0.756243646,0.154639175,0.311864406,55.65651564286686,5.870915114745857,0.33061060407352,111.58082992639736
2025,"ARI",426,0.070422535,0.230046948,0.306122448,0.252604166,0.310588235,0.458333333,0.768921568,0.205729167,0.29090909,55.4539923419874,5.784985726110234,0.3301565534928266,111.69062159201741
2025,"ATL",429,0.102564102,0.256410256,0.4,0.25065963,0.327102803,0.440633245,0.767736048,0.189973615,0.3046875,57.14765143290226,7.128863080293576,0.33393411101581894,114.49555181479434
2025,"CHC",441,0.10430839,0.235827664,0.442307692,0.25192802,0.333333333,0.470437017,0.80377035,0.218508997,0.291044776,63.514705366108444,12.096790066573648,0.3475150570036873,125.84677979282671
2025,"CIN",440,0.102272727,0.236363636,0.432692307,0.264102564,0.34090909,0.412820512,0.753729602,0.148717948,0.328519855,57.742857760663064,6.441536373372118,0.3316273591735146,108.13880188632818
2025,"COL",394,0.058375634,0.291878172,0.2,0.217983651,0.265306122,0.400544959,0.665851081,0.182561308,0.270042194,38.174868774580496,-7.763132649493672,0.2884868696636083,70.71384090349474
2025,"MIA",414,0.079710144,0.224637681,0.354838709,0.242666666,0.304347826,0.386666666,0.691014492,0.144,0.288321167,44.77524268193514,-3.494636987015889,0.3029573418667927,91.81804611045001
2025,"HOU",409,0.061124694,0.205378973,0.297619047,0.251989389,0.303178484,0.366047745,0.669226229,0.114058356,0.297202797,41.719290467061946,-5.967619640669875,0.29531862508405393,88.17046144507255
2025,"LAD",422,0.078199052,0.236966824,0.33,0.250652741,0.308056872,0.485639686,0.793696558,0.234986945,0.275471698,57.96839022786895,8.765759260967176,0.3392443148445744,118.80879392417606
2025,"MIL",421,0.092636579,0.228028503,0.40625,0.247340425,0.318289786,0.356382978,0.674672764,0.109042553,0.305454545,44.63412914565813,-4.451907908999799,0.30030728094368253,93.08126294027417
2025,"WSN",437,0.089244851,0.215102974,0.414893617,0.267352185,0.340961098,0.457583547,0.798544645,0.190231362,0.314487632,62.73761287552372,11.7860732249643,0.34694373907704645,124.06264400792064
2025,"NYM",432,0.085648148,0.219907407,0.389473684,0.251295336,0.3225058,0.453367875,0.775873675,0.202072539,0.286231884,57.96715315434863,7.598583065008428,0.33540025838585785,119.62506608584293
2025,"PHI",454,0.099118942,0.229074889,0.432692307,0.272952853,0.345814977,0.421836228,0.767651205,0.148883375,0.336769759,61.42904676240697,8.495410603702208,0.33668600856470116,114.82201421800643
2025,"PIT",421,0.090261282,0.256532066,0.351851851,0.232189973,0.306413301,0.398416886,0.704830187,0.166226913,0.289575289,47.82711450279582,-1.2589225518621152,0.3097280861362992,95.68791566338015
2025,"STL",425,0.096470588,0.178823529,0.539473684,0.24010554,0.318396226,0.340369393,0.658765619,0.100263853,0.282828282,43.66052087582741,-5.891891827805908,0.2961975060543924,90.32752393167789
2025,"SDP",434,0.082949308,0.161290322,0.514285714,0.266666666,0.331786542,0.415384615,0.747171157,0.148717949,0.301282051,55.45205443024778,4.85029651641988,0.32759617154946735,114.02924143374186
2025,"SFG",422,0.094786729,0.236966824,0.4,0.217741935,0.300947867,0.354838709,0.655786576,0.137096774,0.264150943,41.856690285575915,-7.345940681325875,0.29181988629119654,88.60726728291208
