Season,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
2025,"SDP",356,0.078651685,0.154494382,0.509090909,0.276397515,0.336158192,0.434782608,0.7709408,0.158385093,0.307692307,47.888076126416166,6.566850274641951,0.33738274998584034,118.90800978828324
2025,"MIA",340,0.09117647,0.238235294,0.382716049,0.237623762,0.308823529,0.369636963,0.678460492,0.132013201,0.29032258,35.87746652347712,-3.5866255821499484,0.30088641275377837,88.11078278940191
2025,"SEA",365,0.09589041,0.216438356,0.443037974,0.27244582,0.353424657,0.535603715,0.889028372,0.263157895,0.292792792,62.51090927320934,20.14504568922736,0.38300473902323473,155.5597816083422
2025,"ATL",343,0.10787172,0.253644314,0.425287356,0.227722772,0.3090379,0.392739273,0.701777173,0.165016501,0.275362318,38.664205092443304,-1.1480995905863507,0.30988218120513783,95.69446809327964
2025,"CLE",327,0.082568807,0.23853211,0.346153846,0.236486486,0.300613496,0.358108108,0.658721604,0.121621622,0.29906542,32.11826697215404,-5.8369039647284575,0.29131700827525214,86.86663777044456
2025,"HOU",333,0.057057057,0.219219219,0.260273972,0.24025974,0.291291291,0.344155844,0.635447135,0.103896104,0.288209606,30.32837496537068,-8.323221126316998,0.28284188809695543,80.87513529031497
2025,"NYY",374,0.085561497,0.251336898,0.340425531,0.289552238,0.353887399,0.591044776,0.944932175,0.301492538,0.331818181,69.2118020503649,25.801300734175136,0.3999143380631683,161.31803788443312
2025,"CHC",365,0.098630136,0.24109589,0.409090909,0.253869969,0.331506849,0.448916408,0.780423257,0.195046439,0.303571428,50.00380217670607,7.63793859272408,0.34020224483045813,119.78681714924718
2025,"TOR",346,0.075144508,0.216763005,0.346666666,0.264984227,0.318840579,0.394321766,0.713162345,0.129337539,0.322033898,40.17531843443033,0.014801173998093109,0.3141872291979582,102.71335900463926
2025,"DET",368,0.089673913,0.220108695,0.407407407,0.272727272,0.342391304,0.46060606,0.802997364,0.187878788,0.326359832,53.295037949443824,10.580961788059248,0.34997882078523224,127.58458255301153
2025,"ARI",353,0.079320113,0.235127478,0.337349397,0.265822784,0.328611898,0.474683544,0.803295442,0.20886076,0.30941704,50.15508288900745,9.182069614635822,0.34655486963288307,120.59502547078948
